status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,plaintext
x983428603852574731,4/9/2018 19:37,x2578093897,edwardgorelik,@oldsport384 @amicsta @BUFSportsTalk @DuffLandis @RotoChit he won't sleep with you either,Twitter Web Client,x983428454954733568,x574060708,oldsport384,FALSE,FALSE,1,0,,,,,,,,,,,,,,x574060708 180894693 851621029403295744 977030690838663168 404390894,oldsport384 amicsta BUFSportsTalk DuffLandis RotoChit,en,,,,,,,,,,,,,,@oldsport384 @amicsta @BUFSportsTalk @DuffLandis @RotoChit he won't sleep with you either
x983428217922088961,4/9/2018 19:35,x67180088,shesalexis,i want my bed so bad <f0><U+009F><U+0098><U+009E>,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json,Brooklyn,"Brooklyn, NY",city,United States,US,,,-74.041878 -73.855673 -73.855673 -74.041878 40.570842 40.570842 40.739434 40.739434,i want my bed so bad
x983427783895470083,4/9/2018 19:33,x8032892,seneca,"Annnd now after terrorizing the entire neighborhood all day we get the “I’m so tired, will I ever get to have fun again?” look. https://t.co/DvRusBTuSJ",Twitter for iPhone,,,,FALSE,FALSE,2,0,,,,,,http://pbs.twimg.com/media/DaXWWJvVAAEcmMH.jpg,https://t.co/DvRusBTuSJ,https://twitter.com/seneca/status/983427783895470083/photo/1,photo,http://pbs.twimg.com/media/DaXWWJvVAAEcmMH.jpg,https://t.co/DvRusBTuSJ,https://twitter.com/seneca/status/983427783895470083/photo/1,,,,en,,,,,,,,,,,,,,"Annnd now after terrorizing the entire neighborhood all day we get the I'm so tired, will I ever get to have fun again? look."
x983427739683303424,4/9/2018 19:33,x2578093897,edwardgorelik,@oldsport384 @amicsta @BUFSportsTalk @DuffLandis @RotoChit josh allen will not sleep with you,Twitter Web Client,x983426845789118469,x574060708,oldsport384,FALSE,FALSE,0,0,,,,,,,,,,,,,,x574060708 180894693 851621029403295744 977030690838663168 404390894,oldsport384 amicsta BUFSportsTalk DuffLandis RotoChit,en,,,,,,,,,,,,,,@oldsport384 @amicsta @BUFSportsTalk @DuffLandis @RotoChit josh allen will not sleep with you
x983426539269345280,4/9/2018 19:28,x2871273557,M_G_Stone,"Oh Lordy! The president is a sleazy pick-up artist, ""negging"" women to try to get them to sleep with him.

https://t.co/LYZ071LaDR",Twitter Web Client,,,,FALSE,FALSE,2,2,,,newsweek.com/trump-sex-alic…,https://t.co/LYZ071LaDR,http://www.newsweek.com/trump-sex-alicia-machado-miss-universe-877633,,,,,,,,,,,en,,,,,,,,,,,,,,"Oh Lordy! The president is a sleazy pick-up artist, ""negging"" women to try to get them to sleep with him."
x983426356917743616,4/9/2018 19:28,x3298832194,beaxbee,darla just howled in her sleep and it was cute but it scared the shit out of me,Twitter Web Client,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,darla just howled in her sleep and it was cute but it scared the shit out of me
x983426070253883393,4/9/2018 19:27,x138416662,mattzollerseitz,"@karol @nypost Nah. It wasn't ""one glib comment"" (though that sparked it -- and don't forget that he made it more than once -- in multiple venues). People are just tired of trolls being hired because they're trolls. That's why Christopher Hitchens' name k",Twitter Web Client,x983152116662505473,x17847906,karol,FALSE,FALSE,0,0,,,,,,,,,,,,,,x17847906 17469289,karol nypost,en,,,,,,,,,,,,,,"@karol @nypost Nah. It wasn't ""one glib comment"" (though that sparked it -- and don't forget that he made it more than once -- in multiple venues). People are just tired of trolls being hired because they're trolls. That's why Christopher Hitchens' name k"
x983425333104963585,4/9/2018 19:24,x2289023613,_mponce97,"I really don’t want to pick my sister up later , I’m deadass sooo exhausted today <f0><U+009F><U+0098><U+0092>",Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,"I really don't want to pick my sister up later , I'm deadass sooo exhausted today"
x983425238598930433,4/9/2018 19:23,x363452229,ENYscoot,"Take my shirt, just give me space in my bed <f0><U+009F><U+0098><U+00A9>",Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,"Take my shirt, just give me space in my bed"
x983424683117875200,4/9/2018 19:21,x271088263,megpetez,This whole day I’ve been running on three hours of sleep,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,This whole day I've been running on three hours of sleep
x983424336580235264,4/9/2018 19:20,x2373644782,allabtmyGREEN,This bed rest ordeal is killing me. I wanna do stuff.,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,This bed rest ordeal is killing me. I wanna do stuff.
x983424302933532672,4/9/2018 19:19,x56144206,infamous_125,"His lover was sleep, so he snuck me in the bathroom to gimme some a@@ <f0><U+009F><U+0098><U+0087><f0><U+009F><U+0098><U+0087><f0><U+009F><U+0098><U+0087> https://t.co/naUjGaJnlx",Twitter for iPhone,,,,FALSE,FALSE,20,7,,,,,,http://pbs.twimg.com/ext_tw_video_thumb/983424171698020355/pu/img/GSHbYVinpYKEJphx.jpg,https://t.co/naUjGaJnlx,https://twitter.com/infamous_125/status/983424302933532672/video/1,photo,http://pbs.twimg.com/ext_tw_video_thumb/983424171698020355/pu/img/GSHbYVinpYKEJphx.jpg,https://t.co/naUjGaJnlx,https://twitter.com/infamous_125/status/983424302933532672/video/1,,,,en,,,,,https://api.twitter.com/1.1/geo/id/27485069891a7938.json,New York,"New York, NY",admin,United States,US,,,-74.255641 -73.699793 -73.699793 -74.255641 40.495865 40.495865 40.91533 40.91533,"His lover was sleep, so he snuck me in the bathroom to gimme some a@@"
x983423229648830464,4/9/2018 19:15,x4564168695,BiteSizedTee,"I want to go home, do my tasks, and go to bed lol",Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,"I want to go home, do my tasks, and go to bed lol"
x983423158186401792,4/9/2018 19:15,x21631603,Leo_Mar8824,You ever look up #Symptoms and it says #weakness and #fatigue? Really? I’m always tired and weak!! I could have anything!!! @WebMD you need to be more clear!!!,Twitter for iPhone,,,,FALSE,FALSE,0,0,Symptoms weakness fatigue,,,,,,,,,,,,,x25928253,WebMD,en,,,,,,,,,,,,,,You ever look up #Symptoms and it says #weakness and #fatigue? Really? I'm always tired and weak!! I could have anything!!! @WebMD you need to be more clear!!!
x983423044340285441,4/9/2018 19:14,x22369705,quackenwhatever,@LeBatardShow @HQonESPN @BrockmireIFC I get the show and LOVE it. But this Brockmire stuff is pretty tired. It takes alot to make me not laugh at the looks-like game -- he did it.,Twitter Web Client,x983415333770989568,x23234807,LeBatardShow,FALSE,FALSE,1,0,,,,,,,,,,,,,,x23234807 360376862 702287874276859906,LeBatardShow HQonESPN BrockmireIFC,en,,,,,,,,,,,,,,@LeBatardShow @HQonESPN @BrockmireIFC I get the show and LOVE it. But this Brockmire stuff is pretty tired. It takes alot to make me not laugh at the looks-like game -- he did it.
x983422802035396608,4/9/2018 19:14,x308779296,Bloom_Brilliant,The Nice Monster Under My Bed #KidLit #BookReview https://t.co/HtPUXS8rlz #momblogger,Tweet Old Post,,,,FALSE,FALSE,0,1,KidLit BookReview momblogger,,bloomingbrilliant.net/nice-monster-b…,https://t.co/HtPUXS8rlz,https://www.bloomingbrilliant.net/nice-monster-bed/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost,,,,,,,,,,,en,,,,,,,,,,,,,,The Nice Monster Under My Bed #KidLit #BookReview#momblogger
x983422546925285376,4/9/2018 19:13,x975053639701225472,JackCYouKnowMe,@CanadaGreat @AP “I guess Putin and Assad were tired of their old airbases.”,Twitter Lite,x983385346913263616,x1424167387,CanadaGreat,FALSE,FALSE,0,0,,,,,,,,,,,,,,x1424167387 51241574,CanadaGreat AP,en,,,,,,,,,,,,,,@CanadaGreat @AP I guess Putin and Assad were tired of their old airbases.
x983422441639866368,4/9/2018 19:12,x150102541,PopeSuburbanII,"@sadness_tweets I just mean, why pay attention to this exchange and get exhausted by it?",Twitter Web Client,x983421783016689664,x1430601769,sadness_tweets,FALSE,FALSE,0,0,,,,,,,,,,,,,,x1430601769,sadness_tweets,en,,,,,,,,,,,,,,"@sadness_tweets I just mean, why pay attention to this exchange and get exhausted by it?"
x983419227230089216,4/9/2018 18:59,x778669759,Kingchelseya,ima nap cuz sad,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json,Brooklyn,"Brooklyn, NY",city,United States,US,,,-74.041878 -73.855673 -73.855673 -74.041878 40.570842 40.570842 40.739434 40.739434,ima nap cuz sad
